occurrenceID	verbatimIdentification	organismQuantity	organismQuantityType	lifeStage	eventID	taxonID	taxonRank	kingdom	surveyTargetID	scientificName	occurrenceStatus	recordedBy	recordedByID	identifiedBy	identifiedByID
BROKE_WEST_RMT_110_RMT8_BROKE_WEST_RMT_110_RMT8_234695	Notolepis coatsi	1	individuals		BROKE_WEST_RMT_110_RMT8	urn:lsid:marinespecies.org:taxname:234695	Species	Animalia	BROKE_WEST_RMT_110_RMT8_234695	Notolepis coatsi	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_112_RMT8_BROKE_WEST_RMT_112_RMT8_217697	Electrona antarctica all	1	individuals		BROKE_WEST_RMT_112_RMT8	urn:lsid:marinespecies.org:taxname:217697	Species	Animalia	BROKE_WEST_RMT_112_RMT8_217697	Electrona antarctica	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_112_RMT8_BROKE_WEST_RMT_112_RMT8_217697_Postmeta	Electrona antarctica  Postmeta	1	individuals	Postmeta	BROKE_WEST_RMT_112_RMT8	urn:lsid:marinespecies.org:taxname:217697	Species	Animalia	BROKE_WEST_RMT_112_RMT8_217697_Postmeta	Electrona antarctica	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_112_RMT8_BROKE_WEST_RMT_112_RMT8_234695	Notolepis coatsi	2	individuals		BROKE_WEST_RMT_112_RMT8	urn:lsid:marinespecies.org:taxname:234695	Species	Animalia	BROKE_WEST_RMT_112_RMT8_234695	Notolepis coatsi	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_114_RMT8_BROKE_WEST_RMT_114_RMT8_217697	Electrona antarctica all	2	individuals		BROKE_WEST_RMT_114_RMT8	urn:lsid:marinespecies.org:taxname:217697	Species	Animalia	BROKE_WEST_RMT_114_RMT8_217697	Electrona antarctica	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_114_RMT8_BROKE_WEST_RMT_114_RMT8_217697_Larvae	Electrona antarctica Larvae	2	individuals	Larvae	BROKE_WEST_RMT_114_RMT8	urn:lsid:marinespecies.org:taxname:217697	Species	Animalia	BROKE_WEST_RMT_114_RMT8_217697_Larvae	Electrona antarctica	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_114_RMT8_BROKE_WEST_RMT_114_RMT8_234695	Notolepis coatsi	2	individuals		BROKE_WEST_RMT_114_RMT8	urn:lsid:marinespecies.org:taxname:234695	Species	Animalia	BROKE_WEST_RMT_114_RMT8_234695	Notolepis coatsi	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_115_RMT8_BROKE_WEST_RMT_115_RMT8_217697	Electrona antarctica all	10	individuals		BROKE_WEST_RMT_115_RMT8	urn:lsid:marinespecies.org:taxname:217697	Species	Animalia	BROKE_WEST_RMT_115_RMT8_217697	Electrona antarctica	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_115_RMT8_BROKE_WEST_RMT_115_RMT8_217697_Larvae	Electrona antarctica Larvae	9	individuals	Larvae	BROKE_WEST_RMT_115_RMT8	urn:lsid:marinespecies.org:taxname:217697	Species	Animalia	BROKE_WEST_RMT_115_RMT8_217697_Larvae	Electrona antarctica	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_115_RMT8_BROKE_WEST_RMT_115_RMT8_217697_Postmeta	Electrona antarctica  Postmeta	1	individuals	Postmeta	BROKE_WEST_RMT_115_RMT8	urn:lsid:marinespecies.org:taxname:217697	Species	Animalia	BROKE_WEST_RMT_115_RMT8_217697_Postmeta	Electrona antarctica	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_115_RMT8_BROKE_WEST_RMT_115_RMT8_234695	Notolepis coatsi	7	individuals		BROKE_WEST_RMT_115_RMT8	urn:lsid:marinespecies.org:taxname:234695	Species	Animalia	BROKE_WEST_RMT_115_RMT8_234695	Notolepis coatsi	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_116_RMT8_BROKE_WEST_RMT_116_RMT8_217697	Electrona antarctica all	8	individuals		BROKE_WEST_RMT_116_RMT8	urn:lsid:marinespecies.org:taxname:217697	Species	Animalia	BROKE_WEST_RMT_116_RMT8_217697	Electrona antarctica	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_116_RMT8_BROKE_WEST_RMT_116_RMT8_217697_Larvae	Electrona antarctica Larvae	2	individuals	Larvae	BROKE_WEST_RMT_116_RMT8	urn:lsid:marinespecies.org:taxname:217697	Species	Animalia	BROKE_WEST_RMT_116_RMT8_217697_Larvae	Electrona antarctica	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_116_RMT8_BROKE_WEST_RMT_116_RMT8_217697_Postmeta	Electrona antarctica  Postmeta	6	individuals	Postmeta	BROKE_WEST_RMT_116_RMT8	urn:lsid:marinespecies.org:taxname:217697	Species	Animalia	BROKE_WEST_RMT_116_RMT8_217697_Postmeta	Electrona antarctica	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_116_RMT8_BROKE_WEST_RMT_116_RMT8_234695	Notolepis coatsi	9	individuals		BROKE_WEST_RMT_116_RMT8	urn:lsid:marinespecies.org:taxname:234695	Species	Animalia	BROKE_WEST_RMT_116_RMT8_234695	Notolepis coatsi	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_116_RMT8_BROKE_WEST_RMT_116_RMT8_234552	Bathydraco sp.	1	individuals		BROKE_WEST_RMT_116_RMT8	urn:lsid:marinespecies.org:taxname:234552	Genus	Animalia	BROKE_WEST_RMT_116_RMT8_234552	Bathydraco	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_116_RMT8_BROKE_WEST_RMT_116_RMT8_1	Biota sp.	3	individuals		BROKE_WEST_RMT_116_RMT8	urn:lsid:marinespecies.org:taxname:1	Superdomain		BROKE_WEST_RMT_116_RMT8_1	Biota	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_117_RMT8_BROKE_WEST_RMT_117_RMT8_234695	Notolepis coatsi	1	individuals		BROKE_WEST_RMT_117_RMT8	urn:lsid:marinespecies.org:taxname:234695	Species	Animalia	BROKE_WEST_RMT_117_RMT8_234695	Notolepis coatsi	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_122_RMT8_BROKE_WEST_RMT_122_RMT8_234834	Cygnodraco mawsoni	1	individuals		BROKE_WEST_RMT_122_RMT8	urn:lsid:marinespecies.org:taxname:234834	Species	Animalia	BROKE_WEST_RMT_122_RMT8_234834	Cygnodraco mawsoni	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_006_RMT8_BROKE_WEST_RMT_006_RMT8_234695	Notolepis coatsi	1	individuals		BROKE_WEST_RMT_006_RMT8	urn:lsid:marinespecies.org:taxname:234695	Species	Animalia	BROKE_WEST_RMT_006_RMT8_234695	Notolepis coatsi	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_021_RMT8_BROKE_WEST_RMT_021_RMT8_1621601	Pagetopsis maculatus	1	individuals		BROKE_WEST_RMT_021_RMT8	urn:lsid:marinespecies.org:taxname:1621601	Species	Animalia	BROKE_WEST_RMT_021_RMT8_1621601	Pagetopsis maculatus	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_022_RMT8_BROKE_WEST_RMT_022_RMT8_234721	Pleuragramma antarcticum	94	individuals		BROKE_WEST_RMT_022_RMT8	urn:lsid:marinespecies.org:taxname:234721	Species	Animalia	BROKE_WEST_RMT_022_RMT8_234721	Pleuragramma antarcticum	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_024_RMT8_BROKE_WEST_RMT_024_RMT8_234721	Pleuragramma antarcticum	3	individuals		BROKE_WEST_RMT_024_RMT8	urn:lsid:marinespecies.org:taxname:234721	Species	Animalia	BROKE_WEST_RMT_024_RMT8_234721	Pleuragramma antarcticum	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
