materialEntityID	materialEntityType	preparations	disposition	materialEntityRemarks	materialGatheringID	derivedFromMaterialEntityID	derivationType	partOfMaterialEntityID
AAV3FF_00322	whole organism	formalin	Anton		BROKE_WEST_RMT_100_8_MG			
AAV3FF_00323	whole organism	Frozen	Anton		BROKE_WEST_RMT_100_8_MG			
AAV3FF_00324	whole organism	Ethanol	Anton		BROKE_WEST_RMT_100_8_MG			
AAV3FF_00325	whole organism	Ethanol	Anton		BROKE_WEST_RMT_100_8_MG			
AAV3FF_00326	whole organism	Frozen	Anton		BROKE_WEST_RMT_101_8_MG			
AAV3FF_00327	whole organism	Frozen	Anton		BROKE_WEST_RMT_101_8_MG			
AAV3FF_00328	whole organism	formalin	Evgeny		BROKE_WEST_RMT_101_8_MG			
AAV3FF_00329	whole organism	Frozen	Anton		BROKE_WEST_RMT_101_8_MG			
AAV3FF_00330	whole organism	Frozen	Anton		BROKE_WEST_RMT_101_8_MG			
AAV3FF_00331	whole organism	formalin	Evgeny		BROKE_WEST_RMT_101_8_MG			
AAV3FF_00332	whole organism	Frozen	Anton		BROKE_WEST_RMT_101_8_MG			
AAV3FF_00333	whole organism	Ethanol	Anton		BROKE_WEST_RMT_101_8_MG			
AAV3FF_00334	whole organism	Ethanol	Anton		BROKE_WEST_RMT_101_8_MG			
AAV3FF_00335	whole organism	Frozen	Anton		BROKE_WEST_RMT_102_8_MG			
AAV3FP_00026	whole organism				BROKE_WEST_RMT_102_8_MG			
AAV3FF_00336	whole organism	formalin			BROKE_WEST_RMT_105_8_MG			
AAV3FF_00337	whole organism	formalin			BROKE_WEST_RMT_105_8_MG			
AAV3FF_00338	whole organism	formalin			BROKE_WEST_RMT_105_8_MG			
AAV3FF_00339	whole organism	Ethanol			BROKE_WEST_RMT_105_8_MG			
AAV3FF_00340	whole organism	Ethanol			BROKE_WEST_RMT_105_8_MG			
AAV3FF_00341	whole organism	Ethanol			BROKE_WEST_RMT_105_8_MG			
AAV3FF_00342	whole organism	Ethanol			BROKE_WEST_RMT_105_8_MG			
AAV3FF_00343	whole organism	Ethanol			BROKE_WEST_RMT_105_8_MG			
AAV3FF_00344	whole organism				BROKE_WEST_RMT_106_8_MG			
AAV3FF_00345	whole organism				BROKE_WEST_RMT_106_8_MG			
AAV3FF_00346	whole organism				BROKE_WEST_RMT_106_8_MG			
AAV3FF_00347	whole organism				BROKE_WEST_RMT_107_1_MG			
AAV3FF_00348	whole organism				BROKE_WEST_RMT_107_8_MG			
AAV3FF_00349	whole organism				BROKE_WEST_RMT_107_8_MG			
AAV3FF_00350	whole organism				BROKE_WEST_RMT_107_8_MG			
AAV3FF_00351	whole organism				BROKE_WEST_RMT_107_8_MG			
AAV3FF_00352	whole organism				BROKE_WEST_RMT_107_8_MG			
AAV3FF_00353	whole organism				BROKE_WEST_RMT_107_8_MG			
AAV3FF_00354	whole organism				BROKE_WEST_RMT_107_8_MG			
AAV3FF_00355	whole organism				BROKE_WEST_RMT_107_8_MG			
AAV3FF_00356	whole organism				BROKE_WEST_RMT_108_8_MG			
AAV3FF_00358	whole organism				BROKE_WEST_RMT_109_8_MG			
AAV3FF_00359	whole organism				BROKE_WEST_RMT_109_8_MG			
AAV3FF_00360	whole organism				BROKE_WEST_RMT_110_8_MG			
AAV3FF_00361	whole organism				BROKE_WEST_RMT_110_8_MG			
AAV3FF_00362	whole organism				BROKE_WEST_RMT_110_8_MG			
AAV3FF_00363	whole organism				BROKE_WEST_RMT_110_8_MG			
AAV3FF_00364	whole organism				BROKE_WEST_RMT_110_8_MG			
AAV3FF_00365	whole organism				BROKE_WEST_RMT_110_8_MG			
AAV3FF_00366	whole organism				BROKE_WEST_RMT_110_8_MG			
AAV3FF_00367	whole organism				BROKE_WEST_RMT_110_8_MG			
AAV3FF_00368	whole organism				BROKE_WEST_RMT_110_8_MG			
AAV3FF_00369	whole organism				BROKE_WEST_RMT_110_8_MG			
AAV3FF_00370	whole organism				BROKE_WEST_RMT_110_1_MG			
AAV3FF_00371	whole organism				BROKE_WEST_RMT_110_1_MG			
AAV3FF_00372	whole organism				BROKE_WEST_RMT_111_8_MG			
AAV3FF_00373	whole organism				BROKE_WEST_RMT_111_8_MG			
AAV3FF_00374	whole organism				BROKE_WEST_RMT_112_8_MG			
AAV3FF_00375	whole organism				BROKE_WEST_RMT_112_8_MG			
AAV3FF_00376	whole organism				BROKE_WEST_RMT_112_8_MG			
AAV3FF_00377	whole organism				BROKE_WEST_RMT_113_8_MG			
AAV3FF_00378	whole organism				BROKE_WEST_RMT_113_8_MG			
AAV3FF_00379	whole organism				BROKE_WEST_RMT_113_8_MG			
AAV3FF_00380	whole organism				BROKE_WEST_RMT_114_8_MG			
AAV3FF_00381	whole organism				BROKE_WEST_RMT_114_1_MG			
AAV3FF_00382	whole organism				BROKE_WEST_RMT_114_1_MG			
AAV3FP_00027	whole organism				BROKE_WEST_RMT_114_8_MG			
AAV3FF_00383	whole organism				BROKE_WEST_RMT_115_8_MG			
AAV3FF_00384	whole organism				BROKE_WEST_RMT_115_8_MG			
AAV3FF_00385	whole organism				BROKE_WEST_RMT_115_8_MG			
AAV3FF_00386	whole organism				BROKE_WEST_RMT_115_8_MG			
AAV3FF_00387	whole organism				BROKE_WEST_RMT_115_8_MG			
AAV3FF_00388	whole organism				BROKE_WEST_RMT_115_8_MG			
AAV3FF_00389	whole organism				BROKE_WEST_RMT_115_1_MG			
AAV3FF_00390	whole organism				BROKE_WEST_RMT_115_1_MG			
AAV3FF_00391	whole organism				BROKE_WEST_RMT_115_1_MG			
AAV3FF_00392	whole organism				BROKE_WEST_RMT_115_1_MG			
AAV3FF_00393	whole organism				BROKE_WEST_RMT_115_1_MG			
AAV3FF_00394	whole organism				BROKE_WEST_RMT_115_1_MG			
AAV3FF_00395	whole organism				BROKE_WEST_RMT_115_1_MG			
AAV3FF_00396	whole organism				BROKE_WEST_RMT_115_1_MG			
AAV3FF_00397	whole organism				BROKE_WEST_RMT_115_1_MG			
AAV3FF_00398	whole organism				BROKE_WEST_RMT_115_1_MG			
AAV3FF_00399	whole organism				BROKE_WEST_RMT_115_1_MG			
AAV3FF_00400	whole organism				BROKE_WEST_RMT_116_8_MG			
AAV3FF_00401	whole organism				BROKE_WEST_RMT_116_8_MG			
AAV3FF_00402	whole organism				BROKE_WEST_RMT_116_8_MG			
AAV3FF_00403	whole organism				BROKE_WEST_RMT_116_8_MG			
AAV3FF_00404	whole organism		Evgeny		BROKE_WEST_RMT_116_8_MG			
AAV3FF_00405	whole organism		Evgeny		BROKE_WEST_RMT_116_8_MG			
AAV3FF_00406	whole organism				BROKE_WEST_RMT_116_8_MG			
AAV3FF_00407	whole organism				BROKE_WEST_RMT_116_8_MG			
AAV3FF_00408	whole organism				BROKE_WEST_RMT_116_8_MG			
AAV3FF_00409	whole organism				BROKE_WEST_RMT_116_8_MG			
AAV3FF_00410	whole organism				BROKE_WEST_RMT_116_8_MG			
AAV3FF_00411	whole organism				BROKE_WEST_RMT_116_8_MG			
AAV3FF_00412	whole organism				BROKE_WEST_RMT_116_1_MG			
AAV3FF_00413	whole organism				BROKE_WEST_RMT_116_1_MG			
AAV3FF_00414	whole organism				BROKE_WEST_RMT_116_1_MG			
AAV3FF_00415	whole organism				BROKE_WEST_RMT_116_1_MG			
AAV3FF_00416	whole organism				BROKE_WEST_RMT_116_1_MG			
AAV3FF_00417	whole organism				BROKE_WEST_RMT_116_1_MG			
AAV3FP_00028	whole organism				BROKE_WEST_RMT_116_8_MG			
AAV3FP_00029	whole organism				BROKE_WEST_RMT_116_8_MG			
AAV3FP_00030	whole organism				BROKE_WEST_RMT_116_8_MG			
AAV3FF_00418	whole organism				BROKE_WEST_RMT_117_8_MG			
AAV3FF_00419	whole organism				BROKE_WEST_RMT_118_8_MG			
AAV3FF_00420	whole organism				BROKE_WEST_RMT_122_8_MG			
AAV3FF_00421	whole organism				BROKE_WEST_RMT_125_8_MG			
AAV3FF_00005	whole organism	Ethanol	Anton		BROKE_WEST_RMT_011_1_MG			
AAV3FF_00006	whole organism	Ethanol	Anton		BROKE_WEST_RMT_011_8_MG			
AAV3FF_00007	whole organism	Ethanol	Anton		BROKE_WEST_RMT_011_8_MG			
AAV3FF_00008	whole organism	Ethanol	Anton		BROKE_WEST_RMT_017_1_MG			
AAV3FF_00009	whole organism	Ethanol	Anton		BROKE_WEST_RMT_017_1_MG			
AAV3FF_00012	whole organism	Ethanol	Anton		BROKE_WEST_RMT_020_8_MG			
AAV3FF_00013	whole organism	Ethanol	Anton		BROKE_WEST_RMT_021_8_MG			
AAV3FF_00014	whole organism	formalin	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00015	whole organism	formalin	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00016	whole organism	formalin	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00017	whole organism	formalin	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00018	whole organism	formalin	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00019	whole organism	formalin	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00020	whole organism	formalin	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00021	whole organism	formalin	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00022	whole organism	formalin	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00023	whole organism	formalin	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00024	whole organism	formalin	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00025	whole organism	formalin	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00026	whole organism	formalin	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00027	whole organism	formalin	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00028	whole organism	formalin	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00029	whole organism	formalin	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00030	whole organism	formalin	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00031	whole organism	formalin	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00032	whole organism	formalin	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00033	whole organism	formalin	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00034	whole organism	formalin	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00035	whole organism	formalin	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00036	whole organism	formalin	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00037	whole organism	formalin	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00038	whole organism	formalin	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00039	whole organism	formalin	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00040	whole organism	formalin	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00041	whole organism	formalin	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00042	whole organism	formalin	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00043	whole organism	formalin	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00044	whole organism	formalin	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00045	whole organism	formalin	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00046	whole organism	Frozen	Megan		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00047	whole organism	Frozen	Megan		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00048	whole organism	Frozen	Megan		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00049	whole organism	Frozen	Megan		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00050	whole organism	Frozen	Megan		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00051	whole organism	Frozen	Megan		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00052	whole organism	Frozen	Megan		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00053	whole organism	Frozen	Megan		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00054	whole organism	Frozen	Megan		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00055	whole organism	Frozen	Megan		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00056	whole organism	Frozen	Megan		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00057	whole organism	Frozen	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00058	whole organism	Frozen	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00059	whole organism	Frozen	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00060	whole organism	Frozen	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00061	whole organism	Frozen	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00062	whole organism	Frozen	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00063	whole organism	Frozen	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00064	whole organism	Frozen	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00065	whole organism	Frozen	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00066	whole organism	Frozen	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00067	whole organism	Frozen	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00068	whole organism	Frozen	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00069	whole organism	Frozen	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00070	whole organism	Frozen	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00071	whole organism	Frozen	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00072	whole organism	Frozen	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00073	whole organism	Frozen	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00074	whole organism	Frozen	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00075	whole organism	Frozen	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00076	whole organism	Frozen	Megan		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00077	whole organism	Ethanol	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00078	whole organism	Ethanol	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00079	whole organism	Ethanol	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00080	whole organism	Ethanol	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00081	whole organism	Ethanol	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00082	whole organism	Ethanol	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00083	whole organism	Ethanol	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00084	whole organism	Ethanol	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00085	whole organism	Ethanol	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00086	whole organism	Ethanol	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00087	whole organism	Ethanol	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00088	whole organism	Ethanol	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00089	whole organism	Ethanol	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00090	whole organism	Ethanol	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00091	whole organism	Ethanol	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00092	whole organism	Ethanol	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00093	whole organism	Ethanol	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00094	whole organism	Ethanol	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00095	whole organism	Ethanol	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00096	whole organism	Ethanol	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00097	whole organism	Ethanol	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00098	whole organism	Ethanol	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00099	whole organism	Ethanol	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00100	whole organism	Ethanol	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00101	whole organism	Ethanol	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00102	whole organism	Ethanol	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00103	whole organism	Ethanol	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00104	whole organism	Ethanol	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00105	whole organism	Ethanol	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00106	whole organism	Ethanol	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00107	whole organism	Ethanol	Anton		BROKE_WEST_RMT_022_8_MG			
AAV3FF_00108	whole organism	Ethanol	Anton		BROKE_WEST_RMT_024_8_MG			
AAV3FF_00109	whole organism	Ethanol	Anton		BROKE_WEST_RMT_024_8_MG			
AAV3FF_00110	whole organism	Ethanol	Anton		BROKE_WEST_RMT_024_8_MG			
AAV3FF_00111	whole organism	Ethanol	Anton		BROKE_WEST_RMT_024_8_MG			
AAV3FF_00112	whole organism	Ethanol	Anton		BROKE_WEST_RMT_031_8_MG			
AAV3FF_00113	whole organism	Ethanol	Anton		BROKE_WEST_RMT_031_8_MG			
AAV3FF_00114	whole organism	Ethanol	Anton		BROKE_WEST_RMT_031_8_MG			
AAV3FF_00115	whole organism	Ethanol	Anton		BROKE_WEST_RMT_031_8_MG			
AAV3FF_00116	whole organism	Ethanol	Anton		BROKE_WEST_RMT_031_8_MG			
AAV3FF_00117	whole organism	Ethanol	Anton		BROKE_WEST_RMT_031_8_MG			
AAV3FF_00118	whole organism	Ethanol	Anton		BROKE_WEST_RMT_031_8_MG			
AAV3FF_00119	whole organism	Ethanol	Anton		BROKE_WEST_RMT_031_8_MG			
AAV3FF_00120	whole organism	Ethanol	Anton		BROKE_WEST_RMT_031_8_MG			
AAV3FF_00121	whole organism	Ethanol	Anton		BROKE_WEST_RMT_031_8_MG			
AAV3FF_00123	whole organism	Ethanol	Anton		BROKE_WEST_RMT_031_8_MG			
AAV3FF_00124	whole organism	Ethanol	Anton		BROKE_WEST_RMT_031_8_MG			
AAV3FP_00001	whole organism				BROKE_WEST_RMT_031_8_MG			
AAV3FP_00002	whole organism				BROKE_WEST_RMT_031_8_MG			
AAV3FP_00003	whole organism				BROKE_WEST_RMT_031_8_MG			
AAV3FP_00004	whole organism				BROKE_WEST_RMT_031_8_MG			
AAV3FP_00005	whole organism				BROKE_WEST_RMT_031_8_MG			
AAV3FF_00125	whole organism	Ethanol	Anton		BROKE_WEST_RMT_032_8_MG			
AAV3FF_00126	whole organism	Ethanol	Anton		BROKE_WEST_RMT_032_8_MG			
AAV3FF_00130	whole organism	Ethanol	Anton		BROKE_WEST_RMT_034_8_MG			
AAV3FF_00132	whole organism	Ethanol	Anton		BROKE_WEST_RMT_034_8_MG			
AAV3FF_00133	whole organism	Ethanol	Anton		BROKE_WEST_RMT_034_1_MG			
AAV3FF_00134	whole organism	Ethanol	Anton		BROKE_WEST_RMT_034_1_MG			
AAV3FF_00135	whole organism	Ethanol	Anton		BROKE_WEST_RMT_034_1_MG			
AAV3FF_00136	whole organism	Ethanol	Anton		BROKE_WEST_RMT_034_1_MG			
AAV3FF_00137	whole organism	Ethanol	Anton		BROKE_WEST_RMT_034_1_MG			
AAV3FF_00139	whole organism	Ethanol	Anton		BROKE_WEST_RMT_037_1_MG			
AAV3FF_00140	whole organism	Ethanol	Anton		BROKE_WEST_RMT_037_1_MG			
AAV3FF_00141	whole organism	Ethanol	Anton		BROKE_WEST_RMT_037_1_MG			
AAV3FF_00142	whole organism	Ethanol	Anton		BROKE_WEST_RMT_037_1_MG			
